nose_x,nose_y,left_eye_x,left_eye_y,right_eye_x,right_eye_y,left_ear_x,left_ear_y,right_ear_x,right_ear_y,left_shoulder_x,left_shoulder_y,right_shoulder_x,right_shoulder_y,left_elbow_x,left_elbow_y,right_elbow_x,right_elbow_y,left_wrist_x,left_wrist_y,right_wrist_x,right_wrist_y,left_hip_x,left_hip_y,right_hip_x,right_hip_y,left_knee_x,left_knee_y,right_knee_x,right_knee_y,left_ankle_x,left_ankle_y,right_ankle_x,right_ankle_y
903.2557386535,151.00944788474666,922.538755460081,135.88714444066846,885.3052317592701,135.2530311745339,948.400695003912,138.11627452386034,857.8754667357575,143.03784619636434,992.6386360104856,220.89457684664615,808.3721774670844,220.93193405363647,1018.2312244579052,270.9981776321884,787.4893143566401,265.79855254839197,947.4035457804503,257.5310277814906,862.2307535946823,257.6265718416888,956.1557830696778,519.0405196245342,838.8426126394037,520.7494887071177,993.1611088508147,730.006909913085,806.2463471432088,730.8707166776237,976.293272665496,927.3120820381695,807.6407558873883,932.5979789447528
902.4014279032393,156.77456775179394,922.0196785720847,140.47966450396083,884.0483876730689,141.6532765180578,948.4143255227145,147.02441348679832,857.9420747572092,150.73855398797141,992.7411424770725,227.3381781714429,808.2092364538463,226.12165407906537,1017.854784918787,278.2488612334203,784.2019213237476,272.2298553730695,948.8122048274329,265.6423669416281,864.1465996742926,263.87206887550514,956.2429749324182,524.2783856049449,837.2818376523446,524.369813825251,993.7422839258481,732.4832524317468,804.034374564689,726.1876546995827,976.3771945515817,927.4297785143956,807.6109070144394,935.7672490191903
902.319775232951,156.3303263588893,921.8638330349994,142.21125484094995,884.1990625697159,141.2872666324322,947.9845143739567,146.71318846883977,857.8484953079777,151.32968831680742,993.4806733979119,229.32004020786147,806.9809344890568,226.87067835321835,1017.9995000627889,277.88265332914483,783.8603272236546,273.2716778603958,955.7747557302083,264.0108083233791,867.856257966942,263.5873575157948,956.33337728758,525.5951096554285,836.1535341961179,526.1239862265547,993.3088834843554,732.4187195771601,802.5501364573861,726.5106803537548,976.5775499252634,929.2686863733388,807.3782220975113,935.576972400765
903.2158439999993,170.93564796400867,922.2734677103554,152.4817530660369,884.103356578096,153.73332521917553,949.919277293724,156.17957712915984,859.236460258873,160.23717757365785,993.7479496707413,236.75400003896607,807.8479669262672,237.1607647096785,1020.5521177118554,287.89994959034243,779.2024719010782,283.0603445429599,956.5029296842131,282.46531168855654,858.4601884345459,274.3919151989738,956.0166725407148,531.6181214233026,834.7508560974641,531.6398839907921,995.317625930957,729.404794467951,795.355034550237,733.7123656241488,976.6157937616038,929.1831832333453,807.4695681847154,935.1082449245716
903.181835297021,170.5507737360774,922.5719754877621,156.19173181990098,885.1429100356188,155.34791414266033,949.7782108869735,157.08260148609028,859.8100260445842,161.07170253735504,993.6155597790138,238.96862642060407,807.6306618122836,238.28333799699996,1020.0072449339631,288.9402788128753,777.4827830787708,282.635492131435,956.7524212790576,283.7418845343478,860.4504352290146,280.63969536599643,956.5719971417526,533.0653342667355,834.6004603213863,532.5988546972753,996.7498006682893,730.026739015727,793.1446729325417,733.4526952548599,976.4274162532657,928.9957673141141,807.4202471620231,933.5804663505807
904.4816318491794,185.5198402083972,924.6316711609262,168.03464786002502,885.1815270095992,168.62428135372548,950.9785692145515,169.49345171285256,859.6694423049097,172.6679846374039,994.0612256432415,248.58381197020017,807.2679014416166,249.08233698172486,1022.4589897990785,300.87627454375604,784.0886375841694,297.07088717283244,956.2565398706456,290.25371720715214,861.6278260440951,287.3994199999543,957.5727678271501,541.9468070359429,834.75794799172,539.2518254721052,1000.7792266065139,733.3449144938654,786.975943100758,737.4849331891902,976.2933638068458,929.3494391898107,807.0357380654779,932.6161415004337
904.943400353507,184.35011685055446,924.8572167837573,168.6484466548851,885.6853929222452,168.96699283813325,950.7286761687424,170.300813569796,860.0858662060895,174.52491843874157,994.6510378631224,250.50407470671078,807.038383804372,252.88114580418684,1020.8568961040096,300.1560266906292,783.0624673850226,292.59540566395515,955.7072194914518,292.2743276944462,860.7498450738562,293.221510110436,956.9332242262745,543.2728768462214,834.9313084802807,541.711243000353,1001.2744752362071,735.2611893074244,786.4011450475052,739.4266980934096,976.0864799803697,929.3639346011403,805.9902726191935,929.7638724488156
905.5959070683284,198.54650251713903,925.4355827457031,180.4328568722441,885.6349293691981,181.53953774328994,950.8999772703627,183.16096224775993,859.6369007435358,186.60192682839744,994.2117608559482,261.4825549070001,807.2970157745021,260.9615178223766,1022.0992408504403,313.27521068925785,784.8941135990971,308.6990297999527,954.9247084185668,307.99547058504453,861.9674888634423,301.27554228371355,955.4066233488679,548.7123356924706,836.0850573616218,548.413267915212,1007.2286343050054,736.2993266809198,783.1178734009718,747.1878001549261,975.2883751226157,929.1267484668965,806.6905114617147,928.9742186803477
905.5046861430786,199.87995068220278,925.2220155313391,183.4508916490198,885.5809512909276,184.1350586730646,950.4900662540028,185.05296580219556,859.5179499474237,189.14772404595493,994.5728661481381,263.82293091906837,807.0964737055299,263.05860251022153,1021.6361641390946,315.3104216633382,782.3556690918517,307.616322651164,954.8249550910888,310.51987782521104,862.1444881963091,303.8978550589953,955.3780874567917,550.0622104075151,836.697882785634,551.1428262391823,1006.9107128562844,737.0887408505403,783.76260050729,747.4027426631782,975.065622257405,927.0517256434017,806.4177000974789,929.2430939750528
905.5697156629765,213.3882747641717,925.4511468267865,194.99385300237387,885.6297261119348,196.60936968895388,950.3596469815338,199.09309840001885,859.5256948047687,202.0839380378198,992.5632418490467,274.40300314408535,806.7832344870661,271.85843295765176,1022.3408863081463,325.66154700686184,780.5709013471233,323.60791492139793,955.7067021134346,326.6545724037293,864.9518625131291,323.5009586463758,955.9873549805446,557.3808923223943,836.4055758026979,557.7656122340026,1011.3966912239348,736.3809475823297,780.305909645621,756.3764835464946,973.9321552601466,927.3023347202205,806.4361348411176,929.7687281031979
906.3036247046543,219.35455728237275,925.6785432646302,201.0937156261616,885.8214376046038,203.15022530988833,950.3008081161491,198.9871426866501,859.6391713679151,203.66792292044738,993.2192434421077,277.7516507886663,806.2435221567144,275.1509244899326,1023.207815678944,328.7532026048293,781.3202593949086,321.7222805156301,954.951420393993,324.31411310866196,864.233021717375,317.0347642866807,955.4923742538808,561.0696428072673,835.4053919486257,562.7650146010548,1012.1108351611533,737.7259203053038,777.5551200176247,757.341144846787,974.4160571433597,924.0808400712395,805.1251524147372,930.146390735242
905.4880775820628,231.8333675535841,925.6271564807927,211.71049103025408,885.8428756417437,214.52561494930248,951.2922219265416,214.5933802934972,859.6226980420458,222.08051608472513,993.787597820343,293.59623792413254,810.507504336954,290.23278077995303,1020.9333779638258,347.3794807065438,779.0352043594984,339.0502717988617,949.3101804945533,344.2249318353146,864.7026330010315,338.2181848143843,955.5546974559245,573.7177220720507,835.1310925133525,573.3275179251434,1018.7484653163508,738.2707598218094,772.2939553295196,754.7947022778335,976.2411146759055,924.3506918835694,804.947873570139,930.1232928929387
905.4126822438103,237.97057660956406,925.2635593144417,217.66071009304446,884.9602335162099,219.77574844516022,950.9249114105314,217.17186670934737,859.4847332881732,222.31848608162386,994.5927296637411,296.59005339564396,810.0132608639984,293.06299191605547,1020.9640915766839,347.9640234127385,778.8785055067048,341.63590703748696,949.4571084490098,344.4821685546469,861.7620421288499,335.76208885533697,954.5186822471408,575.3457489159175,834.7311085840827,576.1550242837814,1018.2696864580353,739.3649487521438,771.7671177268118,757.3822285446238,976.2180252725229,925.7140242861869,804.355039221885,932.0493336600437
904.7366540892733,247.92871004748693,925.1944481191505,227.9283935603166,884.9507315960338,230.0919824563904,951.0049013409471,231.79545672160015,859.5944265529168,235.75923377766543,993.0282341900225,311.0775046493785,811.2726074904947,306.83533032450066,1025.2301505298465,365.0786139769856,779.0594730617998,359.5908772810135,952.4658778619913,370.1923642563691,863.4269166654532,362.149964627975,953.4686926105508,585.8415239748764,834.6336236640633,584.6375288040962,1020.8264106452182,739.1149505199533,773.9132574790924,761.045462080213,976.4915426115199,928.2813307002795,804.1094513547995,932.7968935784355
904.4739179332341,256.073988743483,924.3631829573118,235.44588703366833,883.7204635624579,237.3236700946934,949.6395472524728,234.1302361866802,859.289370862485,238.28565556950724,993.1106511261743,313.2880301089304,810.9145222672523,309.78336091526165,1024.7494985003302,368.8206717865412,779.054910311047,363.5350513319615,953.7565825811379,370.24330014529755,861.6782095640602,364.165388138402,952.3046942749804,587.6560471244708,834.1588965188226,586.5200114226241,1023.1666101278748,742.4319027348292,772.6287224952284,757.7969768750346,976.3764001749057,929.5241264928083,805.3376618917424,934.3764527453912
904.3704254988369,270.3520111298338,924.7161152149762,251.03235496933516,884.444522915528,252.22359768792518,949.995147817437,250.45167003694246,858.8832196673902,254.26977282035938,991.3466579862873,328.4245533135239,809.6591318743222,323.4384170965865,1024.3187914133364,387.8087993186204,779.0469587079009,378.35738349729826,953.5544731421752,393.3776798552648,836.6042687798158,389.1486148217802,952.1989132084327,599.4879363415569,832.4406835633463,597.424671198375,1023.9385825291968,745.2496099050882,769.2126013678093,758.1669972980042,975.64712741081,929.7812021414819,805.1362943475986,935.2176418451045
904.5352488473563,274.49194082994796,924.9632249660755,254.88813366834415,884.410124039043,256.7464907883646,948.8219200603705,252.71955832267753,859.0486922286359,255.87529385342938,991.5273485216198,333.4297907436198,808.817061585773,326.7342525120279,1025.1338271871396,387.5705283046908,778.222085982569,380.75786261192866,952.4187331493038,393.05599403349646,843.4676987035143,390.0984448746168,951.2561336707353,599.378327711388,831.9943234670186,599.742963349226,1022.3286823831686,744.8369566429559,769.25350003589,759.5217003096794,975.9604060495691,931.0739520800229,806.5341575788659,939.5305813348599
904.1185167522441,290.27160506099614,924.2438626004152,269.7896335986306,883.7058157390424,273.39003521263743,948.8970393902697,268.9645005818909,858.9047668242686,275.17391413683424,991.4823543705508,343.21482181650845,808.2423859152179,338.2348555996633,1022.7014763387442,404.39665757554536,778.371175131196,393.4825532363261,954.736630333803,414.46587071059076,846.0425055182079,412.68249574095097,949.6335203757286,609.0634448700536,832.0246543852151,609.4262793612692,1023.3275554419591,748.2051585580571,766.1068588856269,759.0795906207287,976.0133587955247,929.7623352540719,806.4336366904092,938.456730799119
904.0925925312486,291.9626124622716,924.2303504764883,271.71012686264675,883.2746212806449,274.3190942111848,948.335851460922,271.2573939487793,858.9323388499308,275.47230300666536,991.2146830857237,349.0933061987617,808.903634876263,341.3672028767646,1024.1010180821174,405.0025797306048,777.7581996888322,396.3113252246541,954.9778730345395,419.5967679336169,847.4175642031108,407.5910753891629,949.0279385418844,610.4699050142641,831.7126026343612,611.1409880593932,1022.917130871575,746.7226760940575,764.4168714561204,758.438372310348,977.5917861065498,929.5104666072739,806.4320253402735,937.979529920717
904.1375781845607,310.13807358061763,924.5029367933588,289.03714009373755,883.7333700129373,291.66557497516857,947.2264704089047,287.02683511725553,858.8218978762743,291.7625848866458,990.5330215785013,363.7081871540663,806.47365302574,356.8691354491379,1023.0602303268838,422.2659932609681,777.7135347638341,413.2126624475824,965.0432576271996,435.0311798705804,847.6898865519246,427.99075989153823,946.8868726717777,620.6843467604186,831.6189526553529,622.4554329617041,1025.379991336318,746.294502674454,761.9499561380874,764.3241346248789,979.1646019851535,929.6750798712801,807.6107918135276,937.742782718409
903.8880029375324,311.6741962193411,924.495664544361,291.41506182609146,882.9793048079524,293.13029186658764,947.324187362094,290.4985856936955,858.0775881237037,293.39615761552335,990.564073288799,367.04949687168545,806.541818515543,362.1692778753856,1022.8131572759678,421.9527298434906,777.5748369852292,418.08850593086925,964.7193906244183,442.3635880822227,844.8563739305303,436.00972568506654,947.4806606263235,623.3679119076672,831.0569252636383,624.8338527524945,1025.135000916178,748.9296451130925,761.7514267476075,763.2409437987094,979.6537008792078,929.1917286178452,808.2648642824602,937.4144115185172
